"origin","destiny","sex","age","accepted_total","rejected_total","total","predict2015"
"Uzbekistan","Germany","Males","35 to 64",0,15,15,0.1732
"Vietnam","Germany","Males","35 to 64",10,605,615,0.068
"Zimbabwe","Germany","Males","35 to 64",0,5,5,0.4223
"Afghanistan","Greece","Males","35 to 64",45,435,480,0.084
"Albania","Greece","Males","35 to 64",0,345,345,0.008
"Algeria","Greece","Males","35 to 64",0,140,140,0.0044
"Armenia","Greece","Males","35 to 64",0,65,65,0.0069
"Bahrain","Greece","Males","35 to 64",0,5,5,0.1881
"Bangladesh","Greece","Males","35 to 64",0,1085,1085,0.0085
"Belarus","Greece","Males","35 to 64",0,5,5,0.0167
"Burkina Faso","Greece","Males","35 to 64",0,70,70,0.0156
"Burundi","Greece","Males","35 to 64",0,10,10,0.0442
"Côte d'Ivoire","Greece","Males","35 to 64",0,60,60,0.0266
"Cameroon","Greece","Males","35 to 64",0,30,30,0.0248
"China (including Hong Kong)","Greece","Males","35 to 64",0,460,460,0.0267
"Comoros","Greece","Males","35 to 64",0,5,5,0.0158
"Congo","Greece","Males","35 to 64",0,20,20,0.0239
"Dem. Rep. Congo","Greece","Males","35 to 64",5,45,50,0.0229
"Dominica","Greece","Males","35 to 64",0,5,5,0
"Dominican Republic","Greece","Males","35 to 64",0,60,60,6e-04
"Egypt","Greece","Males","35 to 64",0,150,150,0.0248
"Eritrea","Greece","Males","35 to 64",25,35,60,0.2526
"Ethiopia","Greece","Males","35 to 64",0,25,25,0.0478
"Gambia, The","Greece","Males","35 to 64",0,25,25,0.0157
"Georgia","Greece","Males","35 to 64",0,1530,1530,0.003
"Ghana","Greece","Males","35 to 64",0,135,135,0.0158
"Guinea","Greece","Males","35 to 64",0,10,10,0.0361
"India","Greece","Males","35 to 64",0,315,315,0.002
"Indonesia","Greece","Males","35 to 64",0,15,15,0
"Iran","Greece","Males","35 to 64",60,310,370,0.0921
"Iraq","Greece","Males","35 to 64",45,790,835,0.1272
"Kenya","Greece","Males","35 to 64",0,15,15,0.0118
"Lebanon","Greece","Males","35 to 64",0,15,15,0.0084
"Libya","Greece","Males","35 to 64",0,5,5,0.0344
"Mauritania","Greece","Males","35 to 64",0,50,50,0.02
"Moldova","Greece","Males","35 to 64",0,30,30,0.0026
"Morocco","Greece","Males","35 to 64",0,120,120,0.0061
"Myanmar/Burma","Greece","Males","35 to 64",0,5,5,0.1263
"Nepal","Greece","Males","35 to 64",0,10,10,0.0121
"Niger","Greece","Males","35 to 64",0,5,5,0.0231
"Nigeria","Greece","Males","35 to 64",15,315,330,0.0102
"Pakistan","Greece","Males","35 to 64",10,3970,3980,0.017
"Palestine","Greece","Males","35 to 64",0,25,25,0.148
"Philippines","Greece","Males","35 to 64",0,45,45,0
"Russia","Greece","Males","35 to 64",0,25,25,0.019
"Rwanda","Greece","Males","35 to 64",0,20,20,0.0591
"Senegal","Greece","Males","35 to 64",0,325,325,0.0178
"Sierra Leone","Greece","Males","35 to 64",0,15,15,0.0312
"Somalia","Greece","Males","35 to 64",15,80,95,0.1648
"Sri Lanka","Greece","Males","35 to 64",0,85,85,0.0411
"Stateless","Greece","Males","35 to 64",5,250,255,0.1754
"Sudan","Greece","Males","35 to 64",60,125,185,0.0827
"Syria","Greece","Males","35 to 64",100,285,385,0.3925
"Tanzania","Greece","Males","35 to 64",0,45,45,0.0093
"Timor-Leste","Greece","Males","35 to 64",0,5,5,0
"Tunisia","Greece","Males","35 to 64",0,30,30,0.0028
"Turkey","Greece","Males","35 to 64",25,80,105,0.0172
"Uganda","Greece","Males","35 to 64",0,5,5,0.0645
"Ukraine","Greece","Males","35 to 64",0,25,25,0.0074
"Unknown","Greece","Males","35 to 64",0,20,20,0.0404
"Uzbekistan","Greece","Males","35 to 64",0,10,10,0.0173
"Vietnam","Greece","Males","35 to 64",0,5,5,0.0061
"Afghanistan","Hungary","Males","35 to 64",45,110,155,0.3624
"Algeria","Hungary","Males","35 to 64",0,90,90,0.0265
"Bangladesh","Hungary","Males","35 to 64",0,5,5,0.0502
"Burkina Faso","Hungary","Males","35 to 64",0,10,10,0.0897
"Côte d'Ivoire","Hungary","Males","35 to 64",0,30,30,0.1449
"China (including Hong Kong)","Hungary","Males","35 to 64",0,40,40,0.1454
"Comoros","Hungary","Males","35 to 64",0,5,5,0.0906
"Cuba","Hungary","Males","35 to 64",5,15,20,0.468
"Egypt","Hungary","Males","35 to 64",0,10,10,0.1361
"Eritrea","Hungary","Males","35 to 64",5,0,5,0.6768
"Gambia, The","Hungary","Males","35 to 64",0,5,5,0.0898
"Georgia","Hungary","Males","35 to 64",10,35,45,0.0181
"Ghana","Hungary","Males","35 to 64",0,15,15,0.0905
"Guinea","Hungary","Males","35 to 64",0,5,5,0.1885
"Iran","Hungary","Males","35 to 64",5,25,30,0.3861
"Iraq","Hungary","Males","35 to 64",35,25,60,0.4746
"Kosovo","Hungary","Males","35 to 64",0,610,610,0.0305
"Libya","Hungary","Males","35 to 64",0,5,5,0.1809
"Macedonia","Hungary","Males","35 to 64",0,5,5,0.0026
"Mali","Hungary","Males","35 to 64",0,15,15,0.1962
"Mauritania","Hungary","Males","35 to 64",0,15,15,0.1124
"Mongolia","Hungary","Males","35 to 64",0,5,5,0.0181
"Morocco","Hungary","Males","35 to 64",0,35,35,0.0368
"Nigeria","Hungary","Males","35 to 64",0,55,55,0.0602
"Pakistan","Hungary","Males","35 to 64",5,125,130,0.0969
"Palestine","Hungary","Males","35 to 64",20,30,50,0.5184
"Russia","Hungary","Males","35 to 64",0,20,20,0.1074
"Senegal","Hungary","Males","35 to 64",0,40,40,0.1007
"Serbia","Hungary","Males","35 to 64",0,85,85,0.0135
"Somalia","Hungary","Males","35 to 64",25,5,30,0.5501
"Stateless","Hungary","Males","35 to 64",0,5,5,0.5686
"Sudan","Hungary","Males","35 to 64",5,5,10,0.3585
"Syria","Hungary","Males","35 to 64",70,30,100,0.8001
"Togo","Hungary","Males","35 to 64",0,5,5,0.1114
"Tunisia","Hungary","Males","35 to 64",0,20,20,0.0171
"Turkey","Hungary","Males","35 to 64",0,45,45,0.098
"Ukraine","Hungary","Males","35 to 64",0,5,5,0.0442
"Unknown","Hungary","Males","35 to 64",0,5,5,0.2068
"Vietnam","Hungary","Males","35 to 64",0,35,35,0.0366
"Afghanistan","Ireland","Males","35 to 64",10,30,40,0.2144
"Albania","Ireland","Males","35 to 64",0,25,25,0.0233
"Algeria","Ireland","Males","35 to 64",0,60,60,0.0129
"Angola","Ireland","Males","35 to 64",0,10,10,0.0459
"Bangladesh","Ireland","Males","35 to 64",0,35,35,0.0248
"Brazil","Ireland","Males","35 to 64",0,5,5,0.0115
"Côte d'Ivoire","Ireland","Males","35 to 64",0,5,5,0.0752
"Cameroon","Ireland","Males","35 to 64",0,15,15,0.0704
"China (including Hong Kong)","Ireland","Males","35 to 64",0,35,35,0.0755
"Dem. Rep. Congo","Ireland","Males","35 to 64",5,70,75,0.0651
"Eritrea","Ireland","Males","35 to 64",0,10,10,0.5015
"Ethiopia","Ireland","Males","35 to 64",0,5,5,0.13
"Georgia","Ireland","Males","35 to 64",0,85,85,0.0088
"Ghana","Ireland","Males","35 to 64",0,55,55,0.0456
"Guinea","Ireland","Males","35 to 64",0,5,5,0.1004
"India","Ireland","Males","35 to 64",0,5,5,0.0059
"Iran","Ireland","Males","35 to 64",5,20,25,0.232
"Iraq","Ireland","Males","35 to 64",35,55,90,0.3026
"Liberia","Ireland","Males","35 to 64",0,10,10,0.0431
"Malawi","Ireland","Males","35 to 64",0,10,10,0.0476
"Mauritius","Ireland","Males","35 to 64",0,10,10,0.0121
"Moldova","Ireland","Males","35 to 64",0,25,25,0.0078
"Nepal","Ireland","Males","35 to 64",0,15,15,0.0353
"Nigeria","Ireland","Males","35 to 64",0,325,325,0.0299
"Pakistan","Ireland","Males","35 to 64",20,215,235,0.049
"Palestine","Ireland","Males","35 to 64",5,10,15,0.3408
"Russia","Ireland","Males","35 to 64",0,10,10,0.0546
"Serbia","Ireland","Males","35 to 64",0,5,5,0.0065
"Somalia","Ireland","Males","35 to 64",10,15,25,0.37
"South Africa","Ireland","Males","35 to 64",0,45,45,0.0295
"Sri Lanka","Ireland","Males","35 to 64",0,10,10,0.1132
"Sudan","Ireland","Males","35 to 64",15,35,50,0.2116
"Syria","Ireland","Males","35 to 64",20,0,20,0.6578
"Uganda","Ireland","Males","35 to 64",0,5,5,0.1704
"Ukraine","Ireland","Males","35 to 64",0,15,15,0.0217
"Zimbabwe","Ireland","Males","35 to 64",0,35,35,0.1544
"Afghanistan","Italy","Males","35 to 64",470,110,580,0.8884
"Albania","Italy","Males","35 to 64",40,50,90,0.4104
"Algeria","Italy","Males","35 to 64",40,160,200,0.2763
"Angola","Italy","Males","35 to 64",5,0,5,0.5842
"Armenia","Italy","Males","35 to 64",25,25,50,0.3777
"Azerbaijan","Italy","Males","35 to 64",5,0,5,0.6162
"Bangladesh","Italy","Males","35 to 64",195,395,590,0.4255
"Benin","Italy","Males","35 to 64",5,15,20,0.4714
"Bolivia","Italy","Males","35 to 64",0,5,5,0.3701
"Bosnia and Herzegovina","Italy","Males","35 to 64",35,85,120,0.1896
"Brazil","Italy","Males","35 to 64",10,0,10,0.253
"Burkina Faso","Italy","Males","35 to 64",130,200,330,0.5799
"Côte d'Ivoire","Italy","Males","35 to 64",380,265,645,0.7036
"Cameroon","Italy","Males","35 to 64",60,55,115,0.6884
"Central African Republic","Italy","Males","35 to 64",5,0,5,0.9364
"Chad","Italy","Males","35 to 64",40,20,60,0.7359
"China (including Hong Kong)","Italy","Males","35 to 64",20,45,65,0.7045
"Colombia","Italy","Males","35 to 64",90,35,125,0.559
"Congo","Italy","Males","35 to 64",50,35,85,0.68
"Croatia","Italy","Males","35 to 64",5,10,15,0.1601
"Cuba","Italy","Males","35 to 64",15,40,55,0.925
"Dem. Rep. Congo","Italy","Males","35 to 64",60,15,75,0.6703
"Ecuador","Italy","Males","35 to 64",0,5,5,0.407
"Egypt","Italy","Males","35 to 64",155,75,230,0.6882
"El Salvador","Italy","Males","35 to 64",10,5,15,0.5188
"Eritrea","Italy","Males","35 to 64",455,50,505,0.967
"Ethiopia","Italy","Males","35 to 64",55,10,65,0.8134
"Gambia, The","Italy","Males","35 to 64",60,105,165,0.5804
"Georgia","Italy","Males","35 to 64",25,55,80,0.2056
"Ghana","Italy","Males","35 to 64",620,550,1170,0.5824
"Guinea","Italy","Males","35 to 64",75,80,155,0.765
"Guinea-Bissau","Italy","Males","35 to 64",20,15,35,0.6201
"India","Italy","Males","35 to 64",15,90,105,0.1486
"Iran","Italy","Males","35 to 64",180,55,235,0.8981
"Iraq","Italy","Males","35 to 64",335,65,400,0.9268
"Kenya","Italy","Males","35 to 64",0,5,5,0.5095
"Kosovo","Italy","Males","35 to 64",55,100,155,0.3057
"Lebanon","Italy","Males","35 to 64",30,40,70,0.4227
"Liberia","Italy","Males","35 to 64",95,65,160,0.5681
"Libya","Italy","Males","35 to 64",45,20,65,0.7558
"Macedonia","Italy","Males","35 to 64",10,30,40,0.0354
"Madagascar","Italy","Males","35 to 64",0,5,5,0.4529
"Mali","Italy","Males","35 to 64",260,170,430,0.7738
"Mauritania","Italy","Males","35 to 64",40,30,70,0.6397
"Moldova","Italy","Males","35 to 64",5,5,10,0.1873
"Montenegro","Italy","Males","35 to 64",0,15,15,0.0797
"Morocco","Italy","Males","35 to 64",100,260,360,0.3485
"Niger","Italy","Males","35 to 64",50,35,85,0.6727
"Nigeria","Italy","Males","35 to 64",745,1035,1780,0.4731
"Pakistan","Italy","Males","35 to 64",1105,1375,2480,0.6007
"Palestine","Italy","Males","35 to 64",105,25,130,0.9378
"Peru","Italy","Males","35 to 64",10,10,20,0.5165
"Philippines","Italy","Males","35 to 64",0,5,5,0
"Russia","Italy","Males","35 to 64",10,15,25,0.6276
"Senegal","Italy","Males","35 to 64",335,430,765,0.6108
"Serbia","Italy","Males","35 to 64",70,80,150,0.1608
"Sierra Leone","Italy","Males","35 to 64",30,20,50,0.7366
"Somalia","Italy","Males","35 to 64",575,25,600,0.9449
"Sri Lanka","Italy","Males","35 to 64",110,105,215,0.7883
"Sudan","Italy","Males","35 to 64",250,60,310,0.8868
"Syria","Italy","Males","35 to 64",215,65,280,0.9825
"Tanzania","Italy","Males","35 to 64",0,5,5,0.4482
"Togo","Italy","Males","35 to 64",110,105,215,0.6371
"Tunisia","Italy","Males","35 to 64",115,665,780,0.1957
"Turkey","Italy","Males","35 to 64",260,285,545,0.6036
"Ukraine","Italy","Males","35 to 64",35,25,60,0.3931
"Unknown","Italy","Males","35 to 64",75,130,205,0.7851
"Venezuela","Italy","Males","35 to 64",5,0,5,0.4492
"Yemen","Italy","Males","35 to 64",5,0,5,0.8435
"Afghanistan","Latvia","Males","35 to 64",5,5,10,0.4133
"Dem. Rep. Congo","Latvia","Males","35 to 64",0,10,10,0.1524
"Georgia","Latvia","Males","35 to 64",0,30,30,0.0224
"Iran","Latvia","Males","35 to 64",0,5,5,0.438
"Russia","Latvia","Males","35 to 64",0,10,10,0.1297
"Syria","Latvia","Males","35 to 64",10,0,10,0.8323
"Afghanistan","Lithuania","Males","35 to 64",10,0,10,0.7238
"Belarus","Lithuania","Males","35 to 64",5,0,5,0.3269
"Georgia","Lithuania","Males","35 to 64",0,145,145,0.0785
"Kyrgyzstan","Lithuania","Males","35 to 64",0,10,10,0.2229
"Nigeria","Lithuania","Males","35 to 64",0,5,5,0.2281
"Russia","Lithuania","Males","35 to 64",10,30,40,0.3567
"Stateless","Lithuania","Males","35 to 64",0,5,5,0.8587
"Tajikistan","Lithuania","Males","35 to 64",0,5,5,0.2482
"Ukraine","Lithuania","Males","35 to 64",5,0,5,0.1757
"Vietnam","Lithuania","Males","35 to 64",0,5,5,0.1489
"Afghanistan","Luxembourg","Males","35 to 64",5,5,10,0.4188
"Albania","Luxembourg","Males","35 to 64",0,60,60,0.0592
"Algeria","Luxembourg","Males","35 to 64",0,20,20,0.0334
"Angola","Luxembourg","Males","35 to 64",5,0,5,0.1128
"Belarus","Luxembourg","Males","35 to 64",0,10,10,0.1178
"Bosnia and Herzegovina","Luxembourg","Males","35 to 64",0,80,80,0.0207
"Cameroon","Luxembourg","Males","35 to 64",0,5,5,0.1666
"Gambia, The","Luxembourg","Males","35 to 64",0,5,5,0.1112
"Georgia","Luxembourg","Males","35 to 64",0,5,5,0.0229
"Iran","Luxembourg","Males","35 to 64",10,20,30,0.4436
"Iraq","Luxembourg","Males","35 to 64",20,30,50,0.5339
"Kosovo","Luxembourg","Males","35 to 64",0,100,100,0.0383
"Macedonia","Luxembourg","Males","35 to 64",0,65,65,0.0033
"Montenegro","Luxembourg","Males","35 to 64",5,50,55,0.0078
"Morocco","Luxembourg","Males","35 to 64",0,5,5,0.0462
"Nigeria","Luxembourg","Males","35 to 64",0,5,5,0.0751
"Russia","Luxembourg","Males","35 to 64",5,25,30,0.1323
"Serbia","Luxembourg","Males","35 to 64",10,140,150,0.017
"Somalia","Luxembourg","Males","35 to 64",0,15,15,0.608
"Syria","Luxembourg","Males","35 to 64",10,5,15,0.8354
"Tunisia","Luxembourg","Males","35 to 64",0,15,15,0.0215
"Bangladesh","Malta","Males","35 to 64",0,10,10,0.2897
"Côte d'Ivoire","Malta","Males","35 to 64",0,20,20,0.5666
"Egypt","Malta","Males","35 to 64",5,0,5,0.5487
"Eritrea","Malta","Males","35 to 64",140,0,140,0.9417
"Ethiopia","Malta","Males","35 to 64",10,10,20,0.7059
"Ghana","Malta","Males","35 to 64",0,10,10,0.4345
"Guinea","Malta","Males","35 to 64",0,10,10,0.6419
"Libya","Malta","Males","35 to 64",110,0,110,0.6303
"Mali","Malta","Males","35 to 64",0,10,10,0.6533
"Niger","Malta","Males","35 to 64",0,5,5,0.531
"Nigeria","Malta","Males","35 to 64",0,60,60,0.3309
"Pakistan","Malta","Males","35 to 64",10,10,20,0.4531
"Palestine","Malta","Males","35 to 64",10,5,15,0.8926
"Somalia","Malta","Males","35 to 64",230,5,235,0.9042
"Sudan","Malta","Males","35 to 64",25,10,35,0.8118
"Syria","Malta","Males","35 to 64",110,5,115,0.9686
"Togo","Malta","Males","35 to 64",0,5,5,0.4917
"Ukraine","Malta","Males","35 to 64",5,0,5,0.2629
"Afghanistan","Netherlands","Males","35 to 64",305,575,880,0.5602
"Albania","Netherlands","Males","35 to 64",0,25,25,0.1002
"Algeria","Netherlands","Males","35 to 64",0,45,45,0.0576
"Angola","Netherlands","Males","35 to 64",0,20,20,0.1835
"Armenia","Netherlands","Males","35 to 64",55,325,380,0.0885
"Azerbaijan","Netherlands","Males","35 to 64",25,85,110,0.2043
"Bangladesh","Netherlands","Males","35 to 64",0,25,25,0.1059
"Belarus","Netherlands","Males","35 to 64",0,35,35,0.191
"Bhutan","Netherlands","Males","35 to 64",25,0,25,0.6192
"Bosnia and Herzegovina","Netherlands","Males","35 to 64",0,60,60,0.0361
"Burkina Faso","Netherlands","Males","35 to 64",0,5,5,0.1809
"Burundi","Netherlands","Males","35 to 64",0,25,25,0.3913
"Côte d'Ivoire","Netherlands","Males","35 to 64",25,65,90,0.2752
"Cameroon","Netherlands","Males","35 to 64",5,30,35,0.2612
"China (including Hong Kong)","Netherlands","Males","35 to 64",105,255,360,0.2761
"Colombia","Netherlands","Males","35 to 64",5,40,45,0.1686
"Congo","Netherlands","Males","35 to 64",10,60,70,0.2537
"Cuba","Netherlands","Males","35 to 64",0,20,20,0.6635
"Dem. Rep. Congo","Netherlands","Males","35 to 64",10,25,35,0.2454
"Egypt","Netherlands","Males","35 to 64",20,150,170,0.2609
"Eritrea","Netherlands","Males","35 to 64",360,100,460,0.8244
"Ethiopia","Netherlands","Males","35 to 64",60,70,130,0.4108
"Gambia, The","Netherlands","Males","35 to 64",0,20,20,0.1812
"Georgia","Netherlands","Males","35 to 64",0,350,350,0.0398
"Ghana","Netherlands","Males","35 to 64",0,65,65,0.1824
"Guinea","Netherlands","Males","35 to 64",5,35,40,0.3424
"India","Netherlands","Males","35 to 64",0,25,25,0.0272
"Indonesia","Netherlands","Males","35 to 64",0,5,5,0
"Iran","Netherlands","Males","35 to 64",455,540,995,0.585
"Iraq","Netherlands","Males","35 to 64",1260,1250,2510,0.6694
"Israel","Netherlands","Males","35 to 64",0,5,5,0.0292
"Jamaica","Netherlands","Males","35 to 64",20,10,30,0.3151
"Jordan","Netherlands","Males","35 to 64",0,5,5,0.1975
"Kazakhstan","Netherlands","Males","35 to 64",0,25,25,0.1094
"Kenya","Netherlands","Males","35 to 64",0,5,5,0.1425
"Kosovo","Netherlands","Males","35 to 64",0,25,25,0.0658
"Lebanon","Netherlands","Males","35 to 64",0,30,30,0.1049
"Liberia","Netherlands","Males","35 to 64",0,15,15,0.1739
"Libya","Netherlands","Males","35 to 64",30,85,115,0.3312
"Macedonia","Netherlands","Males","35 to 64",0,120,120,0.0058
"Mali","Netherlands","Males","35 to 64",0,5,5,0.3537
"Mongolia","Netherlands","Males","35 to 64",0,150,150,0.0397
"Morocco","Netherlands","Males","35 to 64",0,50,50,0.0788
"Myanmar/Burma","Netherlands","Males","35 to 64",105,10,115,0.6675
"Nepal","Netherlands","Males","35 to 64",25,75,100,0.1457
"Niger","Netherlands","Males","35 to 64",0,5,5,0.2475
"Nigeria","Netherlands","Males","35 to 64",10,160,170,0.1256
"North Korea","Netherlands","Males","35 to 64",15,30,45,0.45
"Pakistan","Netherlands","Males","35 to 64",25,110,135,0.194
"Palestine","Netherlands","Males","35 to 64",15,30,45,0.707
"Russia","Netherlands","Males","35 to 64",25,300,325,0.2124
"Rwanda","Netherlands","Males","35 to 64",0,15,15,0.4658
"Senegal","Netherlands","Males","35 to 64",5,20,25,0.2007
"Serbia","Netherlands","Males","35 to 64",0,105,105,0.0297
"Sierra Leone","Netherlands","Males","35 to 64",5,35,40,0.3091
"Somalia","Netherlands","Males","35 to 64",685,630,1315,0.7327
"South Africa","Netherlands","Males","35 to 64",0,5,5,0.1243
"Sri Lanka","Netherlands","Males","35 to 64",75,155,230,0.3733
"Stateless","Netherlands","Males","35 to 64",420,115,535,0.7472
"Sudan","Netherlands","Males","35 to 64",45,120,165,0.5561
"Suriname","Netherlands","Males","35 to 64",0,5,5,0
"Syria","Netherlands","Males","35 to 64",1870,235,2105,0.8997
"Tajikistan","Netherlands","Males","35 to 64",5,5,10,0.1383
"Togo","Netherlands","Males","35 to 64",0,25,25,0.2193
"Tunisia","Netherlands","Males","35 to 64",0,15,15,0.0375
"Turkey","Netherlands","Males","35 to 64",30,135,165,0.1959
"Uganda","Netherlands","Males","35 to 64",25,50,75,0.4894
"Ukraine","Netherlands","Males","35 to 64",0,70,70,0.0939
"United States","Netherlands","Males","35 to 64",0,5,5,0.0699
"Unknown","Netherlands","Males","35 to 64",70,165,235,0.3688
"Uzbekistan","Netherlands","Males","35 to 64",5,10,15,0.1963
"Venezuela","Netherlands","Males","35 to 64",0,5,5,0.1154
"Vietnam","Netherlands","Males","35 to 64",0,10,10,0.0784
"Yemen","Netherlands","Males","35 to 64",5,5,10,0.4629
"Zimbabwe","Netherlands","Males","35 to 64",0,5,5,0.4601
"Afghanistan","Poland","Males","35 to 64",5,5,10,0.7381
"Algeria","Poland","Males","35 to 64",0,10,10,0.119
"Armenia","Poland","Males","35 to 64",30,100,130,0.1768
"Belarus","Poland","Males","35 to 64",15,40,55,0.3431
"Cameroon","Poland","Males","35 to 64",0,10,10,0.4388
"China (including Hong Kong)","Poland","Males","35 to 64",0,5,5,0.4575
"Egypt","Poland","Males","35 to 64",5,0,5,0.4385
"Georgia","Poland","Males","35 to 64",25,610,635,0.0839
"India","Poland","Males","35 to 64",0,5,5,0.0581
"Iran","Poland","Males","35 to 64",0,10,10,0.7572
"Iraq","Poland","Males","35 to 64",25,0,25,0.8175
"Kyrgyzstan","Poland","Males","35 to 64",5,0,5,0.2358
"Moldova","Poland","Males","35 to 64",0,5,5,0.0754
"Mongolia","Poland","Males","35 to 64",5,10,15,0.0838
"Nepal","Poland","Males","35 to 64",0,10,10,0.2739
"Nigeria","Poland","Males","35 to 64",0,5,5,0.2411
"Pakistan","Poland","Males","35 to 64",0,20,20,0.3473
"Russia","Poland","Males","35 to 64",480,1130,1610,0.3736
"Somalia","Poland","Males","35 to 64",5,0,5,0.8584
"Sri Lanka","Poland","Males","35 to 64",0,10,10,0.5685
"Stateless","Poland","Males","35 to 64",10,15,25,0.8673
"Syria","Poland","Males","35 to 64",40,5,45,0.952
